CASENUMBER,TYPEOFBUSINESS,TYPEOFCOMPLAINT,OPENDATE,CLOSEDATE,OUTCOME,LONGITUDE,LATITUDE
2021 009570-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/22/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.73244813,30.39160434
2021 009564-CC,Other (Describe in Comments),Over Occupancy,1/22/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.75022356,30.28633204
2021 009554-CC,Restaurant,Face Covering,1/22/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.82347437,30.17156831
2021 009534-CC,Restaurant,Over Occupancy,1/22/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.74516923,30.26698475
2021 009332-CC,Bar,Face-Covering,1/22/2021,,,-97.7398237,30.267556
2021 009263-CC,Bar,Face-Covering,1/22/2021,,,-97.74079031,30.26722352
2021 009216-CC,Other (Describe in Comments),Face Covering,1/22/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.77268072,30.43889301
2021 009171-CC,Residential,Eviction,1/22/2021,2/9/2021,Closed due to Voluntary Compliance,-97.73348736,30.21993753
2021 009069-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/22/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.73064493,30.20445393
2021 009041-CC,Other (Describe in Comments),Social Distancing,1/22/2021,1/22/2021,Closed/Duplicate Case,-97.73817435,30.26219795
2021 009012-CC,Restaurant,Face Covering,1/21/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.74396741,30.26750204
2021 008984-CC,Other (Describe in Comments),Over Occupancy,1/21/2021,1/22/2021,No Violation(s) Found/Inspection Performed,-97.72586366,30.37186314
2021 008967-CC,Other (Describe in Comments),Social Distancing,1/21/2021,1/21/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 008964-CC,Other (Describe in Comments),Social Distancing,1/21/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.81872912,30.20630951
2021 008961-CC,Bar,Face-Covering,1/21/2021,,,-97.73846092,30.26718461
2021 008959-CC,Bar,Face-Covering,1/21/2021,,,-97.73893254,30.26732068
2021 008957-CC,Bar,Face-Covering,1/21/2021,,,-97.74057856,30.2677638
2021 008955-CC,Bar,Face-Covering,1/21/2021,,,-97.74120017,30.26780136
2021 008952-CC,Bar,Face-Covering,1/21/2021,,,-97.73958649,30.26689112
2021 008949-CC,Bar,Face-Covering,1/21/2021,,,-97.73818934,30.26650253
2021 008882-CC,Residential,Eviction,1/21/2021,1/27/2021,COVID-19/Education Provided,-97.69692843,30.23486194
2021 008879-CC,Other (Describe in Comments),Face Covering,1/21/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.76813349,30.21538307
2021 008857-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/21/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.71771476,30.38225916
2021 008728-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/21/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.78647441,30.17134288
2021 008727-CC,Residential,Eviction,1/21/2021,1/22/2021,COVID-19/Education Provided,-97.73689829,30.22237751
2021 008706-CC,Residential,Eviction,1/21/2021,1/22/2021,COVID-19/Education Provided,-88.448709,24.923983
2021 008418-CC,Other (Describe in Comments),Over Occupancy,1/21/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.73863184,30.26198655
2021 008328-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/21/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.77229564,30.19061072
2021 008325-CC,Other (Describe in Comments),Social Distancing,1/20/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.74506626,30.26640678
2021 008317-CC,Other (Describe in Comments),Face Covering,1/20/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.73995343,30.40009209
2021 008307-CC,Restaurant,Face Covering,1/20/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 008305-CC,Restaurant,Face Covering Non-Compliance - Business,1/20/2021,1/21/2021,No Violation(s) Found/Inspection Performed,-97.6842437,30.33101151
2021 008269-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.75646015,30.33616045
2021 008236-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.69018692,30.32823802
2021 008178-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.72586366,30.37186314
2021 008157-CC,Other (Describe in Comments),Social Distancing,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.72572372,30.32369615
2021 008046-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.73570811,30.34888756
2021 008034-CC,School,Face Covering,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.72855286,30.24032727
2021 008008-CC,Apartment Common Area,Face Covering Non-Compliance - Business,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.7556629,30.20524371
2021 007999-CC,Other (Describe in Comments),Social Distancing,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.77218255,30.22140203
2021 007945-CC,Other (Describe in Comments),Over Occupancy,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.68097995,30.33786336
2021 007734-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 007668-CC,Residential,Eviction,1/20/2021,1/27/2021,COVID-19/Education Provided,-88.448709,24.923983
2021 007643-CC,Other (Describe in Comments),Face Covering,1/20/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 007620-CC,Other (Describe in Comments),Face Covering,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.73424634,30.29074114
2021 007615-CC,Apartment Common Area,Social Distancing,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.73314571,30.29721513
2021 007614-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.73846092,30.26718461
2021 007597-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.68870007,30.2182456
2021 007591-CC,Restaurant,Social Distancing,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.76121877,30.26432383
2021 007590-CC,Restaurant,Social Distancing,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 007585-CC,Residential,Eviction,1/19/2021,1/27/2021,COVID-19/Education Provided,-88.448709,24.923983
2021 007579-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.69398733,30.322337
2021 007576-CC,Residential,Eviction,1/19/2021,1/26/2021,COVID-19/Education Provided,-97.7394408,30.25737574
2021 007568-CC,Restaurant,Face Covering,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.74059138,30.26613586
2021 007408-CC,Other,Social Distancing,1/19/2021,1/19/2021,Referred to Appropriate Agency,-97.73743376,30.26835471
2021 007320-CC,Residential,Eviction,1/19/2021,1/21/2021,COVID-19/Education Provided,-97.67903169,30.30514914
2021 007199-CC,Residential,Eviction,1/19/2021,1/22/2021,COVID-19/Education Provided,-97.77082521,30.28080097
2021 007177-CC,Apartment Common Area,Face Covering Non-Compliance - Business,1/19/2021,1/20/2021,No Violation(s) Found/Inspection Performed,-97.72360806,30.24193648
2021 007076-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/19/2021,,,-97.71222234,30.26091881
2021 007021-CC,Residential,Eviction,1/19/2021,1/20/2021,COVID-19/Education Provided,-97.73689829,30.22237751
2021 007019-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/19/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.7665772,30.47883786
2021 006992-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/19/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.72586366,30.37186314
2021 006986-CC,Restaurant,Over Occupancy,1/19/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.66974345,30.42418909
2021 006946-CC,Other (Describe in Comments),Social Distancing,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.75666644,30.2000638
2021 006945-CC,Other (Describe in Comments),Over Occupancy,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.73365983,30.29045421
2021 006939-CC,Other (Describe in Comments),Over Occupancy,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.70402038,30.26769541
2021 006918-CC,Apartment Common Area,Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.74916676,30.26529777
2021 006909-CC,Apartment Common Area,Over Occupancy,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.74983996,30.28860863
2021 006824-CC,Restaurant,Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.75742233,30.33616119
2021 006795-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.79137446,30.2352058
2021 006784-CC,Apartment Common Area,Social Distancing,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006768-CC,Other (Describe in Comments),Social Distancing,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.73995343,30.40009209
2021 006754-CC,Other (Describe in Comments),Over Occupancy,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 006736-CC,Other,Eviction,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006726-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.6836773,30.38064148
2021 006710-CC,Other (Describe in Comments),Over Occupancy,1/18/2021,1/19/2021,COVID-19/Education Provided,-88.448709,24.923983
2021 006699-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006689-CC,Construction Site,Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.72642009,30.32538225
2021 006686-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/18/2021,1/19/2021,Closed/Duplicate Case,-88.448709,24.923983
2021 006673-CC,Other,Over Occupancy,1/17/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.68577929,30.36339396
2021 006666-CC,Restaurant,Over Occupancy,1/17/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.7196515,30.30046327
2021 006664-CC,Restaurant,Over Occupancy,1/17/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.73901973,30.25891742
2021 006663-CC,Restaurant,Social Distancing,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.73843524,30.26053653
2021 006661-CC,Restaurant,Over Occupancy,1/17/2021,4/14/2021,Closed due to Voluntary Compliance,-97.73897226,30.25908593
2021 006659-CC,Restaurant,Over Occupancy,1/17/2021,4/14/2021,Closed due to Voluntary Compliance,-97.73901973,30.25891742
2021 006657-CC,Restaurant,Face Covering,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.72129981,30.33435448
2021 006651-CC,Other (Describe in Comments),Social Distancing,1/17/2021,1/17/2021,Closed/Duplicate Case,-97.68996285,30.37454704
2021 006650-CC,Restaurant,Over Occupancy,1/17/2021,1/17/2021,Closed due to Administrative Reasons,-97.70585292,30.08728896
2021 006649-CC,Other (Describe in Comments),Over Occupancy,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.68996285,30.37454704
2021 006646-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006643-CC,Other (Describe in Comments),Face Covering,1/17/2021,1/17/2021,Closed due to Administrative Reasons,-97.97648023,30.46977181
2021 006641-CC,Restaurant,Over Occupancy,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.68097995,30.33786336
2021 006628-CC,Restaurant,Face Covering,1/17/2021,4/15/2021,Closed due to Voluntary Compliance,-97.74495682,30.26701897
2021 006619-CC,Other (Describe in Comments),Over Occupancy,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.68595415,30.36039195
2021 006617-CC,Other (Describe in Comments),Social Distancing,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.60168145,30.37779758
2021 006615-CC,Schools,Over Occupancy,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.80366911,30.20973952
2021 006613-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.70773555,30.29678122
2021 006612-CC,Other (Describe in Comments),Social Distancing,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.70773555,30.29678122
2021 006608-CC,Other (Describe in Comments),Social Distancing,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.68073847,30.28583375
2021 006602-CC,Restaurant,Face Covering Non-Compliance - Business,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.78045913,30.24539071
2021 006597-CC,Other (Describe in Comments),Social Distancing,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.61217445,30.35634806
2021 006596-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.74856341,30.41633917
2021 006595-CC,Apartment Common Area,Over Occupancy,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.73904571,30.25839263
2021 006594-CC,Other (Describe in Comments),Over Occupancy,1/17/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.60209986,30.37814267
2021 006593-CC,Apartment Common Area,Over Occupancy,1/16/2021,1/17/2021,Referred to Appropriate Agency,-97.74553314,30.29161862
2021 006592-CC,Other (Describe in Comments),Social Distancing,1/16/2021,1/17/2021,Referred to Appropriate Agency,-97.70744352,30.33731677
2021 006590-CC,Other (Describe in Comments),Social Distancing,1/16/2021,1/17/2021,Referred to Appropriate Agency,-97.69841141,30.20000453
2021 006589-CC,Other (Describe in Comments),Face Covering,1/16/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.76321899,30.25603435
2021 006588-CC,Other (Describe in Comments),Face Covering,1/16/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.76312369,30.25620119
2021 006587-CC,Other (Describe in Comments),Face Covering,1/16/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006586-CC,Restaurant,Social Distancing,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.7496196,30.26765539
2021 006585-CC,Other (Describe in Comments),Social Distancing,1/16/2021,1/16/2021,Referred to Appropriate Agency,-97.70758958,30.33739678
2021 006575-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/16/2021,1/17/2021,No Violation(s) Found/Inspection Performed,-97.7451095,30.19431166
2021 006574-CC,Apartment Common Area,Social Distancing,1/16/2021,4/14/2021,Closed due to Voluntary Compliance,-97.73793407,30.26020459
2021 006573-CC,Other (Describe in Comments),Social Distancing,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.7307837,30.25824982
2021 006570-CC,Restaurant,Social Distancing,1/16/2021,,,-97.74516923,30.26698475
2021 006568-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/16/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.74685557,30.29856516
2021 006566-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006561-CC,Other (Describe in Comments),Social Distancing,1/16/2021,1/16/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 006558-CC,Restaurant,Face Covering,1/16/2021,1/29/2021,No Violation(s) Found/Inspection Performed,-97.74926907,30.27008948
2021 006557-CC,Other (Describe in Comments),Social Distancing,1/16/2021,2/5/2021,No Violation(s) Found/Inspection Performed,-97.70436506,30.37153983
2021 006547-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.7597011,30.27906262
2021 006544-CC,Other (Describe in Comments),Social Distancing,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006539-CC,Restaurant,Face Covering Non-Compliance - Business,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.71846852,30.36269965
2021 006532-CC,Other (Describe in Comments),Face Covering,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.78593401,30.24140697
2021 006504-CC,Other (Describe in Comments),Face Covering,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006491-CC,Bar,Face Covering Non-Compliance - Business,1/16/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.69055867,30.37381396
2021 006488-CC,Restaurant,Over Occupancy,1/15/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.74633642,30.26513491
2021 006486-CC,Other (Describe in Comments),Social Distancing,1/15/2021,,,-97.73837532,30.26070309
2021 006485-CC,Residential,Eviction,1/15/2021,1/19/2021,Closed/Duplicate Case,-97.71688089,30.23209543
2021 006478-CC,Restaurant,Face Covering Non-Compliance - Business,1/15/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.80159358,30.47032079
2021 006454-CC,Residential,Eviction,1/15/2021,2/8/2021,No Violation(s) Found/Inspection Performed,-97.71688089,30.23209543
2021 006430-CC,Other (Describe in Comments),Social Distancing,1/15/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.73837532,30.26070309
2021 006429-CC,Other (Describe in Comments),Social Distancing,1/15/2021,,,-97.73823546,30.25939384
2021 006270-CC,Residential,Eviction,1/15/2021,1/22/2021,COVID-19/Education Provided,-97.71485516,30.3594005
2021 006257-CC,Other (Describe in Comments),Face Covering,1/15/2021,1/15/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 006187-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/15/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006179-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/15/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.69824066,30.40831599
2021 006141-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/15/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.73570811,30.34888756
2021 006088-CC,Other (Describe in Comments),Face Covering,1/15/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 006012-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/15/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.75846607,30.27205197
2021 005915-CC,Schools,Face Covering Non-Compliance - Business,1/15/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.80366911,30.20973952
2021 005903-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/15/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.61408987,30.36824247
2021 005896-CC,Other (Describe in Comments),Face Covering,1/14/2021,1/15/2021,Cancelled,-97.76163508,30.24048665
2021 005893-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.76142426,30.27358831
2021 005892-CC,Other (Describe in Comments),Face Covering,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.76142426,30.27358831
2021 005887-CC,Restaurant,Over Occupancy,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 005883-CC,School,Social Distancing,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.76163508,30.24048665
2021 005879-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 005876-CC,Restaurant,Face Covering Non-Compliance - Business,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-97.70757794,30.31159597
2021 005874-CC,Other (Describe in Comments),Social Distancing,1/14/2021,1/15/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 005864-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,Closed/Duplicate Case,-97.84368397,30.24334821
2021 005863-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.84368397,30.24334821
2021 005848-CC,Other (Describe in Comments),Social Distancing,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 005832-CC,Residential,Eviction,1/14/2021,1/20/2021,COVID-19/Education Provided,-97.70402017,30.39317597
2021 005807-CC,Restaurant,Over Occupancy,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.73917865,30.25680562
2021 005804-CC,Other (Describe in Comments),Social Distancing,1/14/2021,1/14/2021,Closed/Duplicate Case,-97.66076271,30.31777951
2021 005725-CC,Other (Describe in Comments),Over Occupancy,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.66076271,30.31777951
2021 005538-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.83951296,30.22362217
2021 005516-CC,Restaurant,Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.7397239,30.26180577
2021 005511-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 005430-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.7697613,30.21281811
2021 005418-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.76014448,30.27315832
2021 005408-CC,Restaurant,Face Covering Non-Compliance - Business,1/14/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.78045913,30.24539071
2021 005130-CC,Other (Describe in Comments),Face Covering,1/13/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.70932077,30.28427379
2021 005099-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/13/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.708836,30.35224678
2021 005097-CC,Other (Describe in Comments),Social Distancing,1/13/2021,1/14/2021,No Violation(s) Found/Inspection Performed,-97.66076271,30.31777951
2021 005093-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.72214703,30.38219766
2021 005058-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.69866857,30.30178456
2021 005053-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.72738583,30.35467958
2021 005037-CC,Residential,Eviction,1/13/2021,1/25/2021,COVID-19/Education Provided,-97.71335448,30.37266243
2021 005034-CC,Schools,Social Distancing,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.78677262,30.23335975
2021 004943-CC,Other (Describe in Comments),Face Covering,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004862-CC,Restaurant,Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.74599818,30.26613055
2021 004819-CC,Other (Describe in Comments),Face Covering,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.76785836,30.22013835
2021 004815-CC,Restaurant,Social Distancing,1/13/2021,1/13/2021,Referred to Appropriate Agency,-97.74197767,30.2690544
2021 004808-CC,Restaurant,Face Covering,1/13/2021,1/13/2021,Cancelled,-97.74197767,30.2690544
2021 004796-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004795-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.8014805,30.27409448
2021 004709-CC,Apartment Common Area,Face Covering Non-Compliance - Business,1/13/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.6842437,30.33101151
2021 004608-CC,Restaurant,Social Distancing,1/13/2021,1/13/2021,Referred to Appropriate Agency,-97.72132919,30.40278837
2021 004545-CC,Residential,Eviction,1/13/2021,1/13/2021,Closed/Duplicate Case,-97.74122899,30.3247888
2021 004522-CC,Residential,Eviction,1/13/2021,1/13/2021,Closed/Duplicate Case,-88.448709,24.923983
2021 004512-CC,Residential,Eviction,1/13/2021,1/27/2021,COVID-19/Education Provided,-97.70044222,30.29484844
2021 004505-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/12/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.75977883,30.21276743
2021 004490-CC,Other (Describe in Comments),Social Distancing,1/12/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.72586366,30.37186314
2021 004487-CC,Other (Describe in Comments),Face Covering,1/12/2021,1/16/2021,No Violation(s) Found/Inspection Performed,-97.76994277,30.21425883
2021 004485-CC,Restaurant,Face Covering,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.73404884,30.23135709
2021 004480-CC,Other,Face Covering Non-Compliance - Business,1/12/2021,1/12/2021,COVID-19/Education Provided,-97.69824066,30.40831599
2021 004463-CC,Restaurant,Face Covering Non-Compliance - Business,1/12/2021,1/13/2021,No Violation(s) Found/Inspection Performed,-97.6629119,30.44196226
2021 004461-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.72461305,30.37892062
2021 004443-CC,Residential,Eviction,1/12/2021,1/19/2021,COVID-19/Education Provided,-97.74122899,30.3247888
2021 004406-CC,Other (Describe in Comments),Over Occupancy,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.66393869,30.42239574
2021 004398-CC,Restaurant,Social Distancing,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004394-CC,Other (Describe in Comments),Over Occupancy,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.7545906,30.23829081
2021 004297-CC,Construction Site,Face Covering,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004279-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004198-CC,Restaurant,Face Covering Non-Compliance - Business,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004172-CC,Schools,Social Distancing,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004167-CC,Other (Describe in Comments),Face Covering,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
